Z,A,BE
0,1,0
1,1,0
4,5,0.09
1,2,2.224566
3,4,4.61504
1,6,5.769834
1,7,6.58
1,5,6.681795
1,4,6.881796
2,3,7.71804
1,3,8.481795
6,8,24.812192
5,7,24.910935
3,5,26.33066
4,6,26.923482
2,5,27.56066
2,4,28.29566
2,7,28.861399
2,6,29.271114
2,10,29.95134
2,9,30.141333
2,8,31.39616
3,6,31.993986
7,10,36.43672
4,7,37.600836
5,8,37.73724
6,9,39.036807
3,7,39.245073
3,8,41.277696
3,10,45.31351
3,9,45.339912
3,12,45.4992
3,13,45.59919
3,11,45.709191
5,9,56.31363
4,8,56.49948
4,9,58.164012
8,12,58.682424
7,11,59.004506
6,10,60.32042
5,10,64.75083
4,10,64.9763
4,11,65.47794
4,15,68.11455
4,13,68.138655
4,16,68.56456
4,12,68.648664
4,14,69.914558
10,15,73.03092
6,11,73.441016
9,14,73.992912
7,12,74.041308
8,13,75.552919
5,11,76.205052
5,12,79.574676
5,13,84.453447
5,14,85.423016
5,16,88.116832
5,15,88.199775
5,21,88.263
5,20,89.06
5,18,89.57934
5,17,89.584339
5,19,89.673046
6,12,92.161728
11,17,93.43336
7,13,94.105219
6,13,97.108037
10,16,97.330832
9,15,97.461885
8,14,98.731892
7,14,104.658596
6,14,105.284466
6,15,106.502535
6,16,110.752864
9,16,111.419696
6,17,111.486408
11,18,111.639906
8,15,111.95538
12,19,112.138475
10,17,112.888483
7,15,115.4919
6,18,115.670358
6,19,116.247187
6,23,116.771
7,16,117.980736
6,21,119.154
6,20,119.2287
6,22,119.263694
7,17,123.865893
7,18,126.694116
8,16,127.619296
9,17,128.219576
8,17,131.762376
11,19,131.819815
7,19,132.022317
10,18,132.142626
13,21,132.342
14,22,133.276
7,20,134.18342
12,20,134.5605
9,18,137.369484
7,21,138.789315
8,18,139.807746
7,25,140.325
7,22,140.327748
7,24,141.288
7,23,143.443433
8,19,143.763405
10,19,143.779517
11,20,145.96992
9,19,147.801342
15,24,148.656
13,22,149.204
12,21,149.205651
14,23,150.995
8,20,151.3714
9,20,154.40268
8,21,155.176854
10,20,160.6448
8,22,162.027162
9,21,162.504153
11,21,163.076487
8,23,164.760155
8,27,166.995
10,21,167.405973
8,28,167.664
9,22,167.73449
8,25,168.195125
12,22,168.580742
13,23,168.721721
8,26,168.934428
8,24,168.95244
16,26,170.248
15,25,170.3
14,24,172.013568
11,22,174.144674
9,23,175.313912
10,22,177.77023
9,24,179.125968
12,23,181.725645
10,23,182.970888
9,25,183.40765
13,24,183.589968
9,26,184.16424
17,28,185.192
9,28,185.214176
9,27,185.434164
11,23,186.564339
9,29,186.876899
9,30,186.99
14,25,187.00275
9,31,187.023
15,26,187.148
16,27,188.379
10,24,191.8398
11,24,193.523712
10,25,195.994975
12,24,198.257016
13,25,200.5284
10,26,201.54966
11,25,202.534925
10,27,203.051178
12,25,205.58755
14,26,206.042408
10,28,206.873688
15,27,206.912826
18,30,207.12612
17,29,207.606128
10,29,207.844943
11,26,208.109226
16,28,209.40612
10,30,211.03593
10,31,211.20579
13,26,211.89389
10,33,212.52
10,32,213.472
10,34,213.758
11,27,214.837542
12,26,216.68062
11,28,218.379392
14,27,219.357207
15,28,221.409412
19,32,222.304
11,29,222.782379
12,27,223.124004
17,30,224.4
16,29,224.70708
18,31,224.812
13,27,224.951931
11,30,225.05904
11,31,229.358987
11,32,231.036192
12,28,231.627564
13,28,232.677032
11,33,233.967558
11,34,234.138858
12,29,235.282858
11,35,235.655
11,36,235.656
11,37,236.504
14,28,236.536832
15,29,239.285844
12,30,241.63518
13,29,242.105456
16,30,243.68121
12,31,243.944828
17,31,243.945479
19,33,244.431
20,34,244.936
14,29,245.010415
18,32,246.400256
13,30,247.83384
12,32,249.72288
15,30,250.60518
12,33,252.003015
13,31,254.991027
14,30,255.61962
12,34,256.71326
16,31,256.7358
12,35,257.468155
17,32,258.316928
21,36,258.804
13,32,259.211008
19,34,260.78
12,36,260.799084
12,37,261.039107
18,33,261.655515
20,35,262.045
14,31,262.207021
15,31,262.916177
12,39,263.133
12,38,263.264
13,33,264.680328
12,40,265.12
13,34,267.254552
15,32,270.85184
14,32,271.406976
16,32,271.780128
13,35,272.54934
17,33,274.056915
13,36,274.44654
14,33,275.914947
22,38,278.616
13,37,278.658655
21,37,278.684
18,34,278.720848
19,35,278.8044
13,38,280.329686
16,33,280.42179
15,33,280.955598
20,36,281.371644
14,34,283.428794
13,39,283.959
13,40,285.08
17,34,285.56498
14,35,285.934705
15,34,287.23829
13,41,287.328
13,42,288.708
13,43,289.863
18,35,291.461135
16,34,291.838932
14,36,292.050684
23,40,292.68
19,36,293.119884
14,37,294.257411
21,38,294.538
22,39,295.386
15,35,295.618715
20,37,296.127872
17,35,298.20973
16,35,298.82475
15,36,299.083248
14,38,299.927502
14,39,301.508181
15,37,305.899535
14,40,306.47016
18,36,306.716724
17,36,306.789516
14,41,307.851493
19,37,308.574339
16,36,308.714004
15,38,309.596412
14,42,311.556
21,39,312.524784
23,41,312.625
14,43,312.997
16,37,313.017595
20,38,313.121634
24,42,313.488
22,40,314.49144
14,45,314.775
18,37,315.504143
14,44,315.656
15,39,315.820791
17,37,317.100397
15,40,319.23184
19,38,320.646204
16,38,321.053716
17,38,323.208278
15,41,324.168591
16,39,325.426491
15,42,326.250372
20,39,326.41713
21,40,326.94676
18,38,327.34264
25,44,328.548
23,42,328.608
26,45,329.085
22,41,329.409908
24,43,330.24
15,43,330.651596
17,39,331.281678
15,44,332.948
16,40,333.173
19,39,333.723975
18,39,333.941322
15,45,335.88
15,46,336.582
17,40,337.1106
16,41,337.415035
15,47,337.93
19,40,341.5236
20,40,342.05212
21,41,343.137118
18,40,343.81036
16,42,344.115534
17,41,344.931319
16,43,346.744561
22,42,346.888374
23,43,346.989016
27,47,347.847
28,48,348.72
25,45,348.885
24,44,349.712
18,41,349.909252
26,46,350.014
20,41,350.414946
17,42,350.527212
19,41,351.618952
16,44,351.82466
16,45,354.681315
21,42,354.687186
17,43,357.926238
16,46,358.432
19,42,359.152752
22,43,359.176076
18,42,359.335746
16,47,359.456
23,44,361.260372
16,49,361.865
20,42,361.895646
16,48,362.16
17,44,362.222608
24,45,363.94776
25,46,364.274
27,48,364.8
18,43,364.994191
28,49,365.393
26,47,365.895
21,43,366.825475
17,45,368.17191
19,43,368.77746
20,43,369.828509
17,46,371.84008
18,44,373.72896
22,44,375.47488
17,47,375.812
19,44,376.054844
21,44,376.524676
23,45,377.101305
17,48,378.384
18,45,378.89784
20,44,380.9597
17,49,381.269
24,46,381.975858
25,47,382.359617
17,50,382.55
17,51,384.03
27,49,384.258
19,45,384.96033
22,45,385.00749
26,48,385.104
28,50,385.8
18,46,386.971274
21,45,387.851895
20,45,388.374525
23,46,390.36198
18,47,390.635988
19,46,391.829932
24,47,395.138165
18,48,395.622336
21,46,396.612552
25,48,397.16088
22,46,398.196746
18,49,398.615
20,46,398.773034
29,52,399.308
26,49,399.904239
27,50,400.05
19,47,400.199313
28,51,401.625
18,50,402.8
23,47,403.364575
18,51,404.226
19,48,404.843136
20,47,406.049403
18,53,406.881
18,52,406.9
22,47,407.077669
21,47,407.25923
19,49,410.241426
24,48,411.468912
25,49,413.556521
23,48,413.906928
19,50,414.4291
21,48,415.497792
20,48,416.000928
26,50,417.7013
27,51,417.855954
29,53,418.382
30,54,418.662
22,48,418.704288
19,51,419.288799
28,52,420.108
20,49,421.147356
19,52,421.981508
24,49,422.051259
19,53,425.210944
23,49,425.462492
21,49,425.626544
19,54,426.006
25,50,426.6348
22,49,426.846693
20,50,427.50815
19,55,428.34
19,56,429.184
31,56,431.144
26,51,431.498709
21,50,431.68395
20,51,432.322563
27,52,432.946072
29,54,434.592
23,50,434.7959
30,55,434.995
24,50,435.0516
28,53,435.504922
22,50,437.7859
20,52,438.327812
21,51,438.436596
25,51,440.322372
20,53,441.520581
21,52,443.7225
22,51,444.158388
24,51,444.312255
20,54,445.364784
23,51,445.847049
20,55,446.6
26,52,447.697848
27,53,449.315874
32,58,450.196
20,56,450.24
21,53,450.257313
31,57,450.813
25,52,450.857108
20,57,451.269
22,52,451.966684
29,55,452.86978
23,52,453.158264
28,54,453.223728
21,54,453.312774
30,56,453.936
20,58,454.43
24,52,456.351428
22,53,457.399222
21,55,457.652525
26,53,458.386347
21,56,460.416768
23,53,461.63689
27,54,462.737718
25,53,462.911275
33,60,463.92
22,54,464.26149
24,53,464.290494
21,57,464.631681
21,58,466.61
32,59,467.044
28,55,467.3526
31,58,467.422
23,54,467.750322
29,56,467.948712
22,55,468.3789
30,57,469.167
21,59,470.053
26,54,471.764628
25,54,471.85011
21,60,471.9
24,54,474.00957
22,56,474.10216
21,61,475.007
23,55,475.07306
22,57,476.76909
27,55,476.82899
23,56,480.154696
24,55,480.25582
26,55,481.062725
22,58,482.038
25,55,482.07621
33,61,483.425
28,56,483.995624
22,59,484.508
29,57,484.685934
31,59,485.688
32,60,486.36
23,57,486.484569
27,56,486.910816
30,58,486.964752
24,56,488.502448
25,56,489.346648
22,60,489.42
23,58,490.544164
22,61,491.477
26,56,492.259824
24,57,493.813458
28,57,494.243181
22,62,495.69
23,59,496.045745
22,63,497.007
29,58,497.116086
25,57,497.992641
27,57,498.287274
33,62,498.914
23,60,499.527
31,60,499.62
26,57,499.905903
30,59,499.952843
22,64,500.352
32,61,500.688
24,58,501.351884
25,58,504.405294
23,61,504.862779
24,59,505.517133
28,58,506.459422
27,58,506.860202
23,62,507.904
29,59,509.878
26,58,509.9505
24,60,512.1723
25,59,512.174339
23,63,512.379
23,64,514.88
30,60,514.983
31,61,515.232291
28,59,515.458692
24,61,516.049264
33,63,516.159
26,59,516.531489
34,64,516.672
32,62,517.142
27,59,517.314065
25,60,517.68828
23,65,518.44
29,60,519.93612
23,66,520.344
24,62,522.540278
23,67,523.404
25,61,524.533815
27,60,524.80596
30,61,525.228849
26,60,525.35106
24,63,525.724164
28,60,526.84644
31,62,528.155804
25,62,529.386938
33,64,530.304
32,63,530.379108
26,61,530.929848
34,65,531.05
24,64,531.267712
29,61,531.646354
24,65,534.105
27,61,534.125028
28,61,534.666525
25,63,535.821363
30,62,538.119266
24,66,538.626
26,62,538.958684
25,64,539.994688
29,62,540.521022
24,67,540.69
27,62,540.722584
31,63,540.787338
26,63,543.787587
24,68,544.884
28,62,545.262286
33,65,545.75521
32,64,545.844672
25,65,546.044265
35,67,546.184
24,69,546.756
30,63,547.235955
34,66,547.8
27,63,549.221085
25,66,549.898668
24,70,550.69
31,64,551.144384
26,64,551.192832
29,63,551.384694
28,63,552.100059
25,67,554.693
27,64,555.23328
26,65,555.51249
32,65,556.07877
25,68,557.668
33,66,558.914598
30,64,559.09792
29,64,559.3008
35,68,560.252
34,67,560.758778
36,69,561.177
28,64,561.757504
25,69,562.143
26,66,562.433784
27,65,562.69746
31,65,563.0404
25,70,564.9
26,67,566.047423
30,65,567.077225
28,65,567.8556
27,66,567.992106
25,71,569.065
29,65,569.21124
32,66,569.278842
25,72,571.464
33,67,571.548056
26,68,571.995464
31,66,572.177826
27,67,574.976647
26,69,575.598
35,69,575.798238
37,71,576.165
29,66,576.277152
34,68,576.439196
28,66,576.807528
36,70,577.92
30,66,578.135712
32,67,578.401419
27,68,579.656888
26,70,581.14
33,68,581.92666
28,67,582.61525
31,67,583.404577
26,71,584.117
30,67,585.188184
29,67,585.409686
27,69,586.076685
34,69,586.755783
35,70,589.03572
26,72,589.248
28,68,590.407688
27,70,590.52
37,72,590.544
32,68,590.793248
36,71,591.22623
38,73,591.446
31,68,591.682824
29,68,591.72852
26,73,591.738
33,69,594.215649
28,69,594.993831
30,68,595.38624
27,71,596.310114
26,74,596.514
26,75,598.65
32,69,598.986447
29,69,599.969076
27,72,600.192
34,70,600.32231
30,69,601.868301
31,69,601.995951
35,71,602.183802
28,70,602.30037
33,70,603.51662
29,70,605.28055
27,73,605.535
37,73,606.338
28,71,606.564076
39,75,606.675
36,72,606.910968
38,74,608.354
27,74,608.946
34,71,609.61026
31,70,609.6496
32,70,610.519
30,70,611.08656
35,72,612.814464
29,71,613.086562
28,72,613.455192
27,75,613.875
33,71,615.139172
27,76,616.816
30,71,616.921911
28,73,617.408596
36,73,617.593432
32,71,617.934939
29,72,618.2298
31,71,618.949884
37,74,620.246688
39,76,621.376
27,77,621.39
40,77,622.237
38,75,622.238325
34,72,622.403208
33,72,623.547216
28,74,623.82
31,72,625.470408
35,73,625.471519
29,73,625.505537
30,72,625.80996
28,75,627.45
32,72,628.68564
29,74,630.595588
34,73,630.833734
30,73,631.329185
36,74,631.444812
28,76,633.156
37,75,633.620625
33,73,634.341457
31,73,634.652729
35,74,635.183514
32,73,635.468577
28,77,636.405
29,75,637.13205
41,79,637.214
39,77,637.406
38,76,637.938604
40,78,639.132
30,74,639.563796
31,74,641.074358
36,75,641.507925
28,78,641.55
29,76,641.708052
33,74,642.320074
34,74,642.89091
28,79,643.297
30,75,644.437275
37,76,644.95234
32,74,645.6648
28,80,646.4
35,75,647.073675
29,77,647.416
31,75,649.5606
38,77,649.565686
34,75,650.918475
39,78,651.222
29,78,651.37215
41,80,652.08
32,75,652.170675
30,76,652.252748
33,75,652.56555
42,81,652.698
40,79,653.093
36,76,654.269332
31,76,655.463976
35,76,656.327032
29,79,656.648
30,77,656.810231
37,77,657.375103
29,80,659.2
33,76,659.894016
32,76,661.597936
34,76,662.072252
29,81,662.499
38,78,663.007488
31,77,663.23103
36,77,663.496372
30,78,663.575562
29,82,664.446
39,79,664.940393
35,77,667.344062
37,78,667.5513
43,83,667.569
30,79,667.595978
32,77,667.669156
41,81,668.088
40,80,668.8
31,78,669.015906
42,82,669.366
34,77,669.49113
33,77,669.590306
38,79,673.38178
30,80,673.8836
36,78,675.576564
35,78,675.632802
31,79,675.928977
39,80,676.342
32,78,676.389714
30,81,676.505925
33,78,676.56225
37,79,679.490218
40,81,679.942998
34,78,679.988868
31,80,680.67632
30,82,680.691594
41,82,681.83
43,84,682.08
32,79,682.125579
44,85,682.55
30,83,682.758
42,83,683.422
36,79,683.911848
33,79,685.452664
38,80,686.28768
35,79,686.319926
30,84,686.448
34,79,686.951768
31,81,687.151917
30,85,687.82
37,80,688.934
39,81,688.978062
32,80,690.2056
31,82,690.526018
33,80,692.1024
40,82,694.185432
35,80,694.21224
31,83,694.923725
32,81,695.033298
41,83,695.399232
36,80,695.43424
38,81,695.575674
34,80,696.86504
31,84,697.788
43,85,698.275
42,84,699.3
39,82,699.40055
44,86,699.438
37,81,700.286553
33,81,700.492536
31,85,701.675
32,82,702.227992
36,81,703.30842
34,81,703.565919
31,86,703.996
35,81,704.371626
40,83,704.537117
32,83,705.860635
33,82,706.135948
41,84,707.133168
31,87,707.223
38,82,708.128876
37,82,709.089014
42,85,710.713135
32,84,711.104016
39,83,711.613448
45,88,711.92
35,82,711.964508
43,86,712.08
34,82,712.842072
44,87,713.313
33,83,713.771199
32,85,714.15028
36,82,714.27535
38,83,716.987781
33,84,718.026792
40,84,718.118436
32,86,718.498094
34,83,718.660065
37,83,720.043094
41,85,720.265435
32,87,721.23
39,84,721.37352
35,83,721.550872
36,83,721.745507
33,85,723.43364
32,88,725.384
42,86,725.384974
43,87,726.253728
32,89,727.041
33,86,727.278006
34,84,727.338612
40,85,727.943315
35,84,728.391636
37,84,728.802816
38,84,728.911008
45,89,728.999
46,90,730.17
44,88,730.224
32,90,730.62
41,86,731.191092
34,85,731.87584
33,87,732.005037
36,84,732.265464
39,85,733.39258
33,88,735.152
42,87,736.230888
35,85,737.25532
38,85,737.43603
34,86,738.036692
43,88,738.316304
37,85,739.282485
33,89,739.323
36,85,739.37777
40,86,740.808386
33,90,741.96
34,87,742.030917
44,89,742.171
35,86,742.38339
47,92,742.9
39,86,742.904808
45,90,742.95
41,87,744.002859
46,91,744.471
33,91,745.563
34,88,747.560352
33,92,747.684
37,86,747.933486
35,87,748.71417
38,86,748.927216
36,86,749.234494
42,88,750.103904
40,87,750.257898
34,89,750.739831
43,89,752.101175
35,88,753.609736
41,88,754.373312
39,87,754.711428
36,87,754.749621
34,90,755.61894
44,90,756.87912
38,87,757.355532
45,91,757.848
37,87,757.855521
34,91,758.470167
35,89,759.239331
47,93,760.089
42,89,760.503576
46,92,761.116
48,94,761.306
36,88,761.802712
40,88,762.610904
34,92,762.68
35,90,763.03674
43,90,763.50231
37,88,763.93812
39,88,764.063432
34,93,764.739
36,89,766.718535
41,89,766.896268
35,91,768.214993
44,91,768.306448
38,88,768.46836
34,94,768.92
45,92,770.35464
34,95,770.64
37,89,771.112821
35,92,771.411812
40,89,771.928951
36,90,773.21331
46,93,773.667
42,90,773.73252
47,94,774.372
49,96,774.432
38,89,774.827058
39,89,775.544042
48,95,775.865
35,93,776.140614
43,91,776.835605
37,90,776.83608
41,90,777.00384
36,91,777.299341
35,94,778.696
39,90,782.40105
44,92,782.439116
38,90,782.63748
36,92,783.166008
35,95,783.18
37,91,783.288051
42,91,783.840148
40,90,783.89721
45,93,784.438725
35,96,785.664
36,93,786.604044
43,92,787.845956
37,92,788.386824
38,91,788.412625
46,94,788.818108
41,91,789.051627
35,97,789.58
47,95,789.64
39,91,790.329631
40,91,791.091574
49,97,791.811
35,98,791.84
36,94,791.887114
48,96,792.864
44,93,793.425966
37,93,794.30556
36,95,794.769525
38,92,795.699352
45,94,796.405788
42,92,796.51116
39,92,796.866188
41,92,796.938224
37,94,798.319816
40,92,799.726376
36,96,799.761696
43,93,800.597661
46,95,800.7531
38,93,800.989191
36,97,802.176808
47,96,802.58784
37,95,803.71976
39,93,804.348165
42,93,804.581037
41,93,805.769112
48,97,805.779
40,93,806.46066
49,98,806.54
44,94,806.864134
36,98,807.128
37,96,807.254016
38,94,807.820396
50,99,807.84
43,94,809.221184
36,99,809.622
45,95,809.91015
39,94,810.543764
38,95,812.165545
37,97,812.490042
41,94,812.996694
36,100,814
42,94,814.259302
40,94,814.679294
46,96,815.04192
44,95,815.80965
36,101,816.181
37,98,816.411442
47,97,816.973285
39,95,817.472435
38,96,818.04144
43,95,819.15555
45,96,819.328608
48,98,821.07291
40,95,821.14124
37,99,821.2347
41,95,821.48514
42,95,821.6284
38,97,821.770032
49,99,822.096
39,96,822.670848
37,100,824.432
46,97,824.73571
50,100,825.2974
44,96,826.503552
43,96,827.027136
47,98,827.285228
38,98,827.68301
41,96,828.373056
39,97,828.527634
40,96,828.991392
37,101,829.109
45,97,830.309718
42,96,830.782752
48,99,831.438927
38,99,831.852648
37,102,832.014
39,98,832.772346
49,100,833.1097
40,97,834.566563
44,97,834.615063
37,103,836.051
46,98,836.322102
50,101,836.391302
41,97,836.447296
43,97,836.501325
38,100,837.2234
42,97,837.603924
45,98,838.958694
47,99,839.002626
39,99,839.198745
38,101,840.79874
40,98,840.981904
41,98,842.437498
48,100,843.7737
43,98,843.780392
39,100,843.9476
44,98,844.790674
46,99,845.25507
40,99,845.387136
49,101,845.471
38,102,845.70444
42,98,846.246464
51,103,847.587
47,100,848.4994
38,103,849.029
50,102,849.09186
41,99,849.319515
45,99,849.436137
39,101,849.752491
42,99,852.171903
40,100,852.2153
44,99,852.262488
43,99,852.74739
48,101,853.486865
38,104,853.84
39,102,853.936044
41,100,854.8529
49,102,855.634242
46,100,856.3566
38,105,856.38
40,101,857.075092
45,100,857.5172
51,104,858.690976
50,103,859.200971
39,103,859.291714
43,100,859.5118
52,105,859.61778
47,101,859.767146
42,100,860.4662
38,106,860.614
44,100,861.9359
41,101,862.018335
38,107,862.848
39,104,862.992
40,102,863.56821
46,101,864.647264
48,102,865.381362
42,101,865.864415
45,101,867.409816
41,102,867.502656
49,103,867.643263
40,103,867.867185
43,101,867.906736
39,105,868.2471
44,101,868.737865
47,102,868.750728
39,106,871.108
51,105,871.60416
53,107,871.622
50,104,871.926744
52,106,873.097302
40,104,873.847208
42,102,873.9819
43,102,874.2063
41,103,874.298093
48,103,874.444662
45,102,874.852062
46,102,875.18958
39,107,875.474
49,104,877.264648
40,105,877.659195
44,102,877.957554
39,108,878.472
41,104,879.159736
47,103,879.378053
42,103,879.447784
50,105,881.70894
51,106,882.133272
43,103,882.308609
39,109,882.464
46,103,882.814957
40,106,882.8157
53,108,882.887472
52,107,883.488193
54,109,883.696354
45,103,884.171776
44,103,884.189595
41,105,885.32766
48,104,885.832688
40,107,886.716811
42,104,886.90836
47,104,887.763136
43,104,888.279496
49,105,888.79392
41,106,889.686726
45,104,891.170696
40,108,891.756
42,105,891.966915
46,104,892.824192
44,104,893.089496
50,106,893.796028
48,105,894.26946
51,107,894.384538
40,109,894.672
41,107,895.278523
55,111,895.659
53,109,895.981744
43,105,896.137515
52,108,896.801868
54,110,897.5208
47,105,897.78885
49,106,897.83272
42,106,898.835586
44,105,898.9995
41,108,899.17182
40,110,899.47
46,105,899.91825
45,105,900.13392
43,106,901.694936
40,111,902.208
50,107,903.025858
42,107,903.32396
51,108,904.247928
41,109,904.38717
48,106,905.139088
47,106,905.731734
40,112,906.528
45,106,906.716686
52,109,906.80697
53,110,906.84473
55,112,907.24872
44,106,907.45964
54,111,908.065026
56,113,908.068
41,110,908.0786
43,107,908.739979
49,107,908.860247
46,106,909.479152
42,108,909.599652
41,111,912.753
48,107,913.068557
44,107,913.070162
42,109,913.580993
43,108,913.984128
50,108,914.654916
47,107,915.2673
45,107,915.289021
46,107,916.015658
51,109,916.124835
41,112,916.16
49,108,917.487108
52,110,919.39265
53,111,919.405674
